序号,楼盘名称,物业类型,销售状态,位置,房型,面积,标签,单价,总价
12592,中粮祥云,写字楼,在售,龙岗区/大运新城/深惠路与如意路交汇处,1室/4室,建面 52-131㎡,小户型现房绿化率高,35000元/平(均价),总价182万/套起
12593,深城投中心公馆,商业类,在售,坪山区/坪山/中心区行政二路（坪山实验学校对面）,1室,建面 25-45㎡,小户型绿化率高车位充足近地铁,33000元/平(均价),总价80万/套起
12594,塑和公园华府,住宅,在售,罗湖区/东门/人民北路3011号,5室,建面 209㎡,现房绿化率高花园洋房近地铁,80000元/平(均价),总价1672万/套起
12595,宏发前城,住宅,在售,宝安区/西乡/宝安大道和海城路交汇处,4室,建面 77-194㎡,小户型现房绿化率高车位充足花园洋房近地铁,70000元/平(均价),总价1358万/套起
12596,珑门,住宅,在售,龙华区/观澜/福前路与新丹路交汇处,3室/4室,建面 82-106㎡,绿化率高车位充足花园洋房复式,46000元/平(均价),总价359万/套起
12597,怀德峰景,住宅,在售,宝安区/福永/福永街道,3室,建面 88㎡,现房绿化率高车位充足花园洋房,52000元/平(均价),总价458万/套起
12598,华丰前海湾,住宅,在售,宝安区/碧海/碧海兴业路与共乐路交汇处西南侧,4室,建面 177㎡,品牌房企现房绿化率高车位充足,79000元/平(均价),总价650万/套起
12599,恒裕嘉城,底商,在售,龙岗区/坪地/赤石岗697号,0室,建面 100㎡,现房绿化率高车位充足,80000元/平(均价),总价800万/套起
12600,碧桂园凤凰国际公馆,住宅,在售,坪山区/坪山/碧沙北路以西、龙勤路以南,3室/4室,建面 65-120㎡,小户型绿化率高,30600元/平(均价),总价280万/套起
12601,万科星城,住宅,在售,宝安区/沙井/上星路万科星城,,,品牌房企绿化率高车位充足,43918元/平(均价),暂无
12602,勤诚达正大城,住宅,在售,光明区/公明/光侨路与松白路交汇处,3室/4室,建面 74-140㎡,小户型绿化率高低密度,45000元/平(均价),总价441万/套起
12603,奥园翡翠东湾二期,住宅,在售,坪山区/坪山/金牛东路与兰景中路交汇处,2室/3室,建面 65-126㎡,品牌房企小户型绿化率高,30000元/平(均价),总价200万/套起
12604,香山美墅果岭五期,住宅,在售,南山区/华侨城/南山华侨城文化创意园香山西街,,,绿化率高,90000元/平(均价),暂无
12605,东关乐尚林居,住宅,在售,南山区/南头/南山同乐中山园路西侧,2室/5室,建面 80-177㎡,品牌房企小户型绿化率高,76000元/平(均价),总价705万/套起
12606,麓园,住宅,在售,龙岗区/龙岗中心城/黄阁北路龙城高级中学东侧,2室/3室/4室,建面 76-145㎡,小户型现房车位充足,40000元/平(均价),总价345万/套起
12607,满京华云晓公馆,住宅,在售,宝安区/西乡/西乡黄田村107国道俊景园北侧,2室/3室/4室,建面 62-155㎡,小户型现房绿化率高复式,55000元/平(均价),总价460万/套起
12608,深国际万科悦城,住宅,在售,龙华区/民治/民治街道民乐路与梅观路的交汇处,3室,建面 79-97㎡,品牌房企小户型绿化率高车位充足,63000元/平(均价),总价480万/套起
12609,深业上城,商业类,在售,福田区/莲花/笋岗西路1号,5室,建面 470㎡,现房绿化率高,130000元/平(均价),总价6110万/套起
12610,正兆景嘉园,住宅,在售,光明区/公明/双明大道北侧,4室/5室/7室,建面 155-350㎡,现房绿化率高车位充足复式,39000元/平(均价),总价607万/套起
12611,万科麓山,别墅,在售,龙岗区/布吉水径/布龙路与吉华路交汇处（上水径地铁口）,3室/4室,建面 88-125㎡,现房绿化率高,80000元/平(均价),总价660万/套起
12612,中粮祥云,写字楼,在售,龙岗区/大运新城/深惠路与如意路交汇处,1室/4室,建面 52-131㎡,小户型现房绿化率高,35000元/平(均价),总价182万/套起
12613,深城投中心公馆,商业类,在售,坪山区/坪山/中心区行政二路（坪山实验学校对面）,1室,建面 25-45㎡,小户型绿化率高车位充足近地铁,33000元/平(均价),总价80万/套起
12614,塑和公园华府,住宅,在售,罗湖区/东门/人民北路3011号,5室,建面 209㎡,现房绿化率高花园洋房近地铁,80000元/平(均价),总价1672万/套起
12615,宏发前城,住宅,在售,宝安区/西乡/宝安大道和海城路交汇处,4室,建面 77-194㎡,小户型现房绿化率高车位充足花园洋房近地铁,70000元/平(均价),总价1358万/套起
12616,珑门,住宅,在售,龙华区/观澜/福前路与新丹路交汇处,3室/4室,建面 82-106㎡,绿化率高车位充足花园洋房复式,46000元/平(均价),总价359万/套起
12617,怀德峰景,住宅,在售,宝安区/福永/福永街道,3室,建面 88㎡,现房绿化率高车位充足花园洋房,52000元/平(均价),总价458万/套起
12618,华丰前海湾,住宅,在售,宝安区/碧海/碧海兴业路与共乐路交汇处西南侧,4室,建面 177㎡,品牌房企现房绿化率高车位充足,79000元/平(均价),总价650万/套起
12619,恒裕嘉城,底商,在售,龙岗区/坪地/赤石岗697号,0室,建面 100㎡,现房绿化率高车位充足,80000元/平(均价),总价800万/套起
12620,碧桂园凤凰国际公馆,住宅,在售,坪山区/坪山/碧沙北路以西、龙勤路以南,3室/4室,建面 65-120㎡,小户型绿化率高,30600元/平(均价),总价280万/套起
12621,万科星城,住宅,在售,宝安区/沙井/上星路万科星城,,,品牌房企绿化率高车位充足,43918元/平(均价),暂无
12622,勤诚达正大城,住宅,在售,光明区/公明/光侨路与松白路交汇处,3室/4室,建面 74-140㎡,小户型绿化率高低密度,45000元/平(均价),总价441万/套起
12623,奥园翡翠东湾二期,住宅,在售,坪山区/坪山/金牛东路与兰景中路交汇处,2室/3室,建面 65-126㎡,品牌房企小户型绿化率高,30000元/平(均价),总价200万/套起
12624,香山美墅果岭五期,住宅,在售,南山区/华侨城/南山华侨城文化创意园香山西街,,,绿化率高,90000元/平(均价),暂无
12625,东关乐尚林居,住宅,在售,南山区/南头/南山同乐中山园路西侧,2室/5室,建面 80-177㎡,品牌房企小户型绿化率高,76000元/平(均价),总价705万/套起
12626,麓园,住宅,在售,龙岗区/龙岗中心城/黄阁北路龙城高级中学东侧,2室/3室/4室,建面 76-145㎡,小户型现房车位充足,40000元/平(均价),总价345万/套起
12627,满京华云晓公馆,住宅,在售,宝安区/西乡/西乡黄田村107国道俊景园北侧,2室/3室/4室,建面 62-155㎡,小户型现房绿化率高复式,55000元/平(均价),总价460万/套起
12628,深国际万科悦城,住宅,在售,龙华区/民治/民治街道民乐路与梅观路的交汇处,3室,建面 79-97㎡,品牌房企小户型绿化率高车位充足,63000元/平(均价),总价480万/套起
12629,深业上城,商业类,在售,福田区/莲花/笋岗西路1号,5室,建面 470㎡,现房绿化率高,130000元/平(均价),总价6110万/套起
12630,正兆景嘉园,住宅,在售,光明区/公明/双明大道北侧,4室/5室/7室,建面 155-350㎡,现房绿化率高车位充足复式,39000元/平(均价),总价607万/套起
12631,万科麓山,别墅,在售,龙岗区/布吉水径/布龙路与吉华路交汇处（上水径地铁口）,3室/4室,建面 88-125㎡,现房绿化率高,80000元/平(均价),总价660万/套起
12632,中粮祥云,写字楼,在售,龙岗区/大运新城/深惠路与如意路交汇处,1室/4室,建面 52-131㎡,小户型现房绿化率高,35000元/平(均价),总价182万/套起
12633,深城投中心公馆,商业类,在售,坪山区/坪山/中心区行政二路（坪山实验学校对面）,1室,建面 25-45㎡,小户型绿化率高车位充足近地铁,33000元/平(均价),总价80万/套起
12634,塑和公园华府,住宅,在售,罗湖区/东门/人民北路3011号,5室,建面 209㎡,现房绿化率高花园洋房近地铁,80000元/平(均价),总价1672万/套起
12635,宏发前城,住宅,在售,宝安区/西乡/宝安大道和海城路交汇处,4室,建面 77-194㎡,小户型现房绿化率高车位充足花园洋房近地铁,70000元/平(均价),总价1358万/套起
12636,珑门,住宅,在售,龙华区/观澜/福前路与新丹路交汇处,3室/4室,建面 82-106㎡,绿化率高车位充足花园洋房复式,46000元/平(均价),总价359万/套起
12637,怀德峰景,住宅,在售,宝安区/福永/福永街道,3室,建面 88㎡,现房绿化率高车位充足花园洋房,52000元/平(均价),总价458万/套起
12638,华丰前海湾,住宅,在售,宝安区/碧海/碧海兴业路与共乐路交汇处西南侧,4室,建面 177㎡,品牌房企现房绿化率高车位充足,79000元/平(均价),总价650万/套起
12639,恒裕嘉城,底商,在售,龙岗区/坪地/赤石岗697号,0室,建面 100㎡,现房绿化率高车位充足,80000元/平(均价),总价800万/套起
12640,碧桂园凤凰国际公馆,住宅,在售,坪山区/坪山/碧沙北路以西、龙勤路以南,3室/4室,建面 65-120㎡,小户型绿化率高,30600元/平(均价),总价280万/套起
12641,万科星城,住宅,在售,宝安区/沙井/上星路万科星城,,,品牌房企绿化率高车位充足,43918元/平(均价),暂无
12642,勤诚达正大城,住宅,在售,光明区/公明/光侨路与松白路交汇处,3室/4室,建面 74-140㎡,小户型绿化率高低密度,45000元/平(均价),总价441万/套起
12643,奥园翡翠东湾二期,住宅,在售,坪山区/坪山/金牛东路与兰景中路交汇处,2室/3室,建面 65-126㎡,品牌房企小户型绿化率高,30000元/平(均价),总价200万/套起
12644,香山美墅果岭五期,住宅,在售,南山区/华侨城/南山华侨城文化创意园香山西街,,,绿化率高,90000元/平(均价),暂无
12645,东关乐尚林居,住宅,在售,南山区/南头/南山同乐中山园路西侧,2室/5室,建面 80-177㎡,品牌房企小户型绿化率高,76000元/平(均价),总价705万/套起
12646,麓园,住宅,在售,龙岗区/龙岗中心城/黄阁北路龙城高级中学东侧,2室/3室/4室,建面 76-145㎡,小户型现房车位充足,40000元/平(均价),总价345万/套起
12647,满京华云晓公馆,住宅,在售,宝安区/西乡/西乡黄田村107国道俊景园北侧,2室/3室/4室,建面 62-155㎡,小户型现房绿化率高复式,55000元/平(均价),总价460万/套起
12648,深国际万科悦城,住宅,在售,龙华区/民治/民治街道民乐路与梅观路的交汇处,3室,建面 79-97㎡,品牌房企小户型绿化率高车位充足,63000元/平(均价),总价480万/套起
12649,深业上城,商业类,在售,福田区/莲花/笋岗西路1号,5室,建面 470㎡,现房绿化率高,130000元/平(均价),总价6110万/套起
12650,正兆景嘉园,住宅,在售,光明区/公明/双明大道北侧,4室/5室/7室,建面 155-350㎡,现房绿化率高车位充足复式,39000元/平(均价),总价607万/套起
12651,万科麓山,别墅,在售,龙岗区/布吉水径/布龙路与吉华路交汇处（上水径地铁口）,3室/4室,建面 88-125㎡,现房绿化率高,80000元/平(均价),总价660万/套起
12652,中粮祥云,写字楼,在售,龙岗区/大运新城/深惠路与如意路交汇处,1室/4室,建面 52-131㎡,小户型现房绿化率高,35000元/平(均价),总价182万/套起
12653,深城投中心公馆,商业类,在售,坪山区/坪山/中心区行政二路（坪山实验学校对面）,1室,建面 25-45㎡,小户型绿化率高车位充足近地铁,33000元/平(均价),总价80万/套起
12654,塑和公园华府,住宅,在售,罗湖区/东门/人民北路3011号,5室,建面 209㎡,现房绿化率高花园洋房近地铁,80000元/平(均价),总价1672万/套起
12655,宏发前城,住宅,在售,宝安区/西乡/宝安大道和海城路交汇处,4室,建面 77-194㎡,小户型现房绿化率高车位充足花园洋房近地铁,70000元/平(均价),总价1358万/套起
12656,珑门,住宅,在售,龙华区/观澜/福前路与新丹路交汇处,3室/4室,建面 82-106㎡,绿化率高车位充足花园洋房复式,46000元/平(均价),总价359万/套起
12657,怀德峰景,住宅,在售,宝安区/福永/福永街道,3室,建面 88㎡,现房绿化率高车位充足花园洋房,52000元/平(均价),总价458万/套起
12658,华丰前海湾,住宅,在售,宝安区/碧海/碧海兴业路与共乐路交汇处西南侧,4室,建面 177㎡,品牌房企现房绿化率高车位充足,79000元/平(均价),总价650万/套起
12659,恒裕嘉城,底商,在售,龙岗区/坪地/赤石岗697号,0室,建面 100㎡,现房绿化率高车位充足,80000元/平(均价),总价800万/套起
12660,碧桂园凤凰国际公馆,住宅,在售,坪山区/坪山/碧沙北路以西、龙勤路以南,3室/4室,建面 65-120㎡,小户型绿化率高,30600元/平(均价),总价280万/套起
12661,万科星城,住宅,在售,宝安区/沙井/上星路万科星城,,,品牌房企绿化率高车位充足,43918元/平(均价),暂无
12662,勤诚达正大城,住宅,在售,光明区/公明/光侨路与松白路交汇处,3室/4室,建面 74-140㎡,小户型绿化率高低密度,45000元/平(均价),总价441万/套起
12663,奥园翡翠东湾二期,住宅,在售,坪山区/坪山/金牛东路与兰景中路交汇处,2室/3室,建面 65-126㎡,品牌房企小户型绿化率高,30000元/平(均价),总价200万/套起
12664,香山美墅果岭五期,住宅,在售,南山区/华侨城/南山华侨城文化创意园香山西街,,,绿化率高,90000元/平(均价),暂无
12665,东关乐尚林居,住宅,在售,南山区/南头/南山同乐中山园路西侧,2室/5室,建面 80-177㎡,品牌房企小户型绿化率高,76000元/平(均价),总价705万/套起
12666,麓园,住宅,在售,龙岗区/龙岗中心城/黄阁北路龙城高级中学东侧,2室/3室/4室,建面 76-145㎡,小户型现房车位充足,40000元/平(均价),总价345万/套起
12667,满京华云晓公馆,住宅,在售,宝安区/西乡/西乡黄田村107国道俊景园北侧,2室/3室/4室,建面 62-155㎡,小户型现房绿化率高复式,55000元/平(均价),总价460万/套起
12668,深国际万科悦城,住宅,在售,龙华区/民治/民治街道民乐路与梅观路的交汇处,3室,建面 79-97㎡,品牌房企小户型绿化率高车位充足,63000元/平(均价),总价480万/套起
12669,深业上城,商业类,在售,福田区/莲花/笋岗西路1号,5室,建面 470㎡,现房绿化率高,130000元/平(均价),总价6110万/套起
12670,正兆景嘉园,住宅,在售,光明区/公明/双明大道北侧,4室/5室/7室,建面 155-350㎡,现房绿化率高车位充足复式,39000元/平(均价),总价607万/套起
12671,万科麓山,别墅,在售,龙岗区/布吉水径/布龙路与吉华路交汇处（上水径地铁口）,3室/4室,建面 88-125㎡,现房绿化率高,80000元/平(均价),总价660万/套起
